"PLAYER_NAME";"TEAM_ABBREVIATION";"AGE";"PTS";"AST";"REB";"OREB";"DREB";"TOV";"STL";"BLK";"FG_PCT";"FG3_PCT";"FT_PCT";"Peso";"Altura";"Position"
"Aaron Gordon";"DEN";26;17,1;2,8;6,7;1,9;4,8;2;0,7;0,7;0,52;0,335;0,743;106,59412;2,032;"PF"
"Aaron Henry";"PHI";22;4,2;0;2,1;0;2,1;4,2;0;4,2;0,2;0;0;95,25432;1,9558;"SF"
"Aaron Holiday";"PHX";25;14,1;5,4;4,3;0,8;3,5;2,4;1,5;0,3;0,447;0,379;0,868;83,91452;1,8288;"PG"
"Aaron Nesmith";"BOS";22;12,3;1,4;5,6;0,9;4,6;1,9;1,3;0,3;0,396;0,27;0,808;97,52228;1,9558;"SF"
"Aaron Wiggins";"OKC";23;12,4;2;5,3;1,5;3,8;1,6;0,9;0,3;0,463;0,304;0,729;86,18248;1,9558;"SG"
"Abdel Nader";"PHX";28;8,4;1,7;6,7;1;5,7;2,7;2;1;0,343;0,286;0,6;102,0582;1,9558;"SF"
"Ade Murkey";"SAC";24;0;0;0;0;0;0;0;0;0;0;0;90,7184;1,9558;"SG"
"Admiral Schofield";"ORL";25;11,2;1,9;6,8;1,3;5,5;1,6;0,3;0,4;0,419;0,329;0,8;109,315672;1,9558;"SF"
"Ahmad Caver";"IND";25;85,4;0;0;0;0;0;0;0;1;0;0;78,925008;1,8796;"SG"
"Al Horford";"BOS";36;12,6;4,2;9,5;1,9;7,6;1,2;0,9;1,7;0,467;0,336;0,842;108,86208;2,032;"C"
"Alec Burks";"NYK";30;14,7;3,7;6,2;0,7;5,4;1,4;1,3;0,4;0,391;0,404;0,822;97,068688;1,9558;"SG"
"Aleem Ford";"ORL";24;6,9;1;7,3;1;6,4;2;0,5;0;0,3;0,133;0;99,79024;2,032;"SF"
"Aleksej Pokusevski";"OKC";20;13,6;3,8;9,3;2,1;7,2;2,7;1,1;1,1;0,408;0,289;0,7;95,25432;2,1336;"PF"
"Alex Caruso";"CHI";28;9,5;5,2;4,6;1;3,6;1,8;2,2;0,5;0,398;0,333;0,795;84,368112;1,9558;"SG"
"Alex Len";"SAC";29;13,6;2,6;9,3;3;6,3;2,5;0,8;1,5;0,534;0,286;0,651;113,398;2,1336;"C"
"Alfonzo McKinnie";"CHI";29;10,3;0,9;5,8;2,3;3,5;1,2;0,3;0,5;0,393;0,333;0,25;97,52228;2,0066;"SF"
"Alize Johnson";"NOP";26;8,8;1,9;13,1;6;7,1;2,6;1,1;0;0,436;0;0,583;96,161504;2,032;"PF"
"Alperen Sengun";"HOU";19;16,7;4,5;9,5;3,3;6,2;3,5;1,4;1,6;0,474;0,248;0,711;110,222856;2,1082;"C"
"Amir Coffey";"LAC";25;14,2;2,8;4,5;0,6;3,9;1;0,9;0,3;0,453;0,378;0,863;95,25432;2,0066;"SG"
"Andre Drummond";"BKN";28;14,5;3,3;17;5,7;11,3;2,9;2;1,7;0,57;0;0,524;126,552168;2,1082;"C"
"Andre Iguodala";"GSW";38;7,4;6,8;6;1,3;4,7;1,7;1,6;1,3;0,38;0,23;0,75;97,52228;1,9812;"SF"
"Andrew Wiggins";"GSW";27;19,4;2,5;5;1,3;3,7;1,7;1,2;0,8;0,466;0,393;0,634;89,357624;1,9812;"SF"
"Anfernee Simons";"POR";23;21,2;4,7;3,2;0,6;2,7;2,5;0,6;0,1;0,443;0,405;0,888;90,7184;1,905;"SG"
"Anthony Davis";"LAL";29;23,8;3,1;10,1;2,7;7,4;2,1;1,3;2,3;0,532;0,186;0,713;114,758776;2,0828;"C"
"Anthony Edwards";"MIN";20;22,4;4;5;0,9;4,1;2,8;1,5;0,7;0,441;0,357;0,786;102,0582;1,9304;"SG"
"Anthony Gill";"WAS";29;14;2,1;6,6;2,6;4;1,4;0,4;0,9;0,569;0,538;0,808;104,32616;2,0066;"PF"
"Anthony Lamb";"HOU";24;0;9,4;4,7;0;4,7;0;0;0;0;0;0;102,965384;1,9812;"SF"
"Armoni Brooks";"TOR";24;12,3;2,6;4,4;0,9;3,5;1,2;1,2;0,5;0,339;0,297;0,857;88,45044;1,905;"SG"
"Arnoldas Kulboka";"CHA";24;0;0;0;0;0;0;0;0;0;0;0;94,800728;2,0828;"SF"
"Austin Reaves";"LAL";24;11,3;2,8;4,9;1,1;3,8;1;0,7;0,5;0,459;0,317;0,839;89,357624;1,9558;"SG"
"Austin Rivers";"DEN";29;9,8;2,2;2,8;0,5;2,3;1,3;1,2;0,1;0,417;0,342;0,727;90,7184;1,9304;"SG"
"Avery Bradley";"LAL";31;10,1;1,2;3,5;0,8;2,7;1;1,4;0,2;0,423;0,39;0,889;81,64656;1,905;"SG"
"Ayo Dosunmu";"CHI";22;11,6;4,4;3,7;0,5;3,2;1,8;1;0,5;0,52;0,376;0,679;91,171992;1,9304;"SG"
"BJ Johnson";"ORL";26;14,5;0;8,4;3,3;5;0;0;0,6;0,44;0,4;0;90,7184;1,9812;"SF"
"Bam Adebayo";"MIA";24;21,1;3,7;11,1;2,7;8,4;2,9;1,6;0,9;0,557;0;0,753;115,66596;2,0574;"C"
"Ben McLemore";"POR";29;18,4;1,7;2,9;0,3;2,5;1,5;1,1;0,3;0,401;0,362;0,818;88,45044;1,905;"SG"
"Bismack Biyombo";"PHX";29;14,9;1,6;11,9;4,5;7,4;1,8;0,9;1,9;0,593;0;0,535;115,66596;2,032;"C"
"Blake Griffin";"BKN";33;13,5;3,9;8,6;2,3;6,3;1,2;1;0,5;0,425;0,262;0,724;113,398;2,0574;"C"
"Boban Marjanovic";"DAL";33;27,6;0,8;11;2,3;8,7;4,2;0;0,8;0,6;0,25;0,591;131,54168;2,2352;"C"
"Bobby Portis";"MIL";27;18,7;1,5;11,7;3,2;8,5;1,6;0,9;0,9;0,479;0,393;0,752;113,398;2,0574;"C"
"Bogdan Bogdanović";"ATL";29;18,5;3,8;4,9;0,6;4,3;1,4;1,3;0,3;0,431;0,368;0,843;102,0582;1,9558;"SG"
"Bojan Bogdanovic";"UTA";33;21,1;2;5;1;4;2;0,6;0;0,455;0,387;0,858;102,511792;2,0066;"PF"
"Bol Bol";"ORL";22;14,7;2,2;8,9;1,8;7,1;1,8;0,4;0,9;0,556;0,25;0,4;99,79024;2,2098;"PF"
"Bones Hyland";"DEN";21;19,2;5,2;5,2;0,4;4,8;2,4;1,1;0,5;0,403;0,366;0,856;76,657048;1,8796;"SG"
"Brad Wanamaker";"WAS";32;9,3;6,2;4,4;0,7;3,7;2,6;0,8;0,7;0,364;0,235;0,92;95,25432;1,905;"PG"
"Bradley Beal";"WAS";29;23,2;6,6;4,7;1;3,8;3,4;0,9;0,4;0,451;0,3;0,833;93,893544;1,9304;"SG"
"Brandon Boston";"LAC";20;16,2;2,4;5,3;0,8;4,5;1,5;1,2;0,6;0,385;0,306;0,819;85,275296;1,9812;"SG"
"Brandon Clarke";"MEM";25;19,2;2,5;9,9;3,9;6;1;1,1;2;0,644;0,227;0,654;97,52228;2,032;"PF"
"Brandon Goodwin";"CLE";26;12,3;6,5;4,8;1;3,8;2,6;1,8;0,1;0,416;0,345;0,632;81,64656;1,8288;"PG"
"Brandon Ingram";"NOP";24;24;5,9;6,2;0,7;5,5;2,9;0,7;0,5;0,461;0,327;0,826;86,18248;2,032;"SF"
"Brandon Knight";"DAL";30;17,8;4,5;4,5;0;4,5;2,2;0,6;0;0,4;0,235;1;82,553744;1,8796;"PG"
"Brandon Williams";"POR";22;17,4;5,3;4,2;1,1;3,1;3,3;1,4;0,6;0,372;0,292;0,701;86,18248;1,8542;"PG"
"Braxton Key";"DET";25;14,4;2;9,1;2,4;6,8;2;1,8;2;0,458;0,286;0,538;102,0582;2,032;"SF"
"Brodric Thomas";"BOS";25;12,6;6,6;6;1,2;4,8;3,6;0,6;0,6;0,444;0,222;0,6;83,91452;1,9558;"SG"
"Brook Lopez";"MIL";34;19,4;0,7;6,4;2,3;4,1;1,4;1;1,8;0,466;0,358;0,87;127,912944;2,159;"C"
"Bruce Brown";"BKN";25;13,1;3;7;2;5;1,1;1,6;1,1;0,506;0,404;0,758;91,625584;1,9304;"SF"
"Bruno Fernando";"HOU";23;20,8;1,7;13;4,2;8,7;3,3;0,2;2,6;0,655;0,5;0,625;108,86208;2,0574;"C"
"Bryn Forbes";"DEN";28;18,6;2,1;2,6;0,3;2,3;1,6;0,7;0,1;0,429;0,414;0,908;92,98636;1,8796;"SG"
"Buddy Hield";"IND";29;18,2;3,3;5,1;1;4,1;2,2;1,1;0,4;0,406;0,366;0,874;99,79024;1,9304;"SG"
"CJ Elleby";"POR";22;10,4;2,7;7;2;4,9;1,7;1,1;0,6;0,393;0,294;0,714;90,7184;1,9812;"SF"
"CJ McCollum";"NOP";30;23;5,3;4,5;0,9;3,6;2,1;1,2;0,4;0,46;0,388;0,682;86,18248;1,905;"PG"
"CJ Miles";"BOS";35;0;0;0;0;0;0;0;0;0;0;0;99,79024;1,9812;"SG"
"Cade Cunningham";"DET";20;19,2;6,1;6,1;1;5,1;4;1,3;0,7;0,416;0,314;0,845;99,79024;1,9812;"SG"
"Caleb Martin";"MIA";26;14,5;1,7;6;1,8;4,2;1,4;1,5;0,8;0,507;0,413;0,763;92,98636;1,9558;"SF"
"Cam Reddish";"NYK";22;17,7;1,7;3,7;0,9;2,8;2;1,7;0,5;0,404;0,359;0,902;98,429464;2,0066;"SF"
"Cam Thomas";"BKN";20;17,4;2,4;4,9;0,5;4,4;1,7;1;0,2;0,433;0,27;0,829;95,25432;1,905;"SG"
"Cameron Johnson";"PHX";26;17,1;2,1;5,7;0,9;4,8;1;1,2;0,3;0,46;0,425;0,86;95,25432;2,032;"PF"
"Cameron McGriff";"POR";24;11;2,3;11,7;4,7;7;0;0;0,8;0,357;0,333;1;99,79024;2,0066;"SF"
"Cameron Oliver";"ATL";25;19,1;2,5;5;1,7;3,3;0;0,8;0,8;0,667;0,333;0,667;108,408488;2,032;"SF"
"Cameron Payne";"PHX";27;17,6;7,9;4,9;0,7;4,3;2,9;1,1;0,5;0,409;0,336;0,843;83,007336;1,905;"PG"
"Caris LeVert";"CLE";27;19,9;5;4,3;0,9;3,5;2,2;1;0,5;0,444;0,32;0,756;92,98636;2,0066;"SG"
"Carlik Jones";"DEN";24;6,2;7,7;4,6;1,5;3,1;4,6;1,5;0;0,111;0;1;78,925008;1,8288;"PG"
"Carmelo Anthony";"LAL";38;18,4;1,4;5,8;1,2;4,5;1,2;0,9;1;0,441;0,375;0,83;107,954896;2,0066;"PF"
"Carsen Edwards";"DET";24;10,5;6,4;2,7;0,9;1,8;2,3;0,9;0;0,3;0,25;1;90,7184;1,8034;"SG"
"Cassius Stanley";"DET";22;12,1;0,9;4,4;1,2;3,3;1,4;1,2;0,5;0,413;0,235;1;86,18248;1,9558;"SG"
"Cassius Winston";"WAS";24;12,9;6,5;0,9;0;0,9;2,8;0;0;0,364;0,333;1;83,91452;1,8542;"PG"
"Cat Barber";"ATL";27;0;8,4;8,4;2,8;5,6;2,8;0;0;0;0;0;78,471416;1,8542;"PG"
"Cedi Osman";"CLE";27;17,5;3,3;3,6;0,6;3;1,7;1,3;0,2;0,432;0,357;0,664;104,32616;2,0066;"SF"
"Chandler Hutchison";"PHX";26;6,4;3,2;8;0;8;6,4;0;0;0,5;0;1;95,25432;1,9812;"SF"
"Charles Bassey";"PHI";21;14,8;1,5;13,3;4,7;8,6;1,7;1,1;3,6;0,638;0;0,75;104,32616;2,0828;"C"
"Charlie Brown Jr.";"PHI";25;6,1;1,2;6,5;2,8;3,6;1;2;0,8;0,256;0,083;0,9;90,264808;1,9812;"SG"
"Chaundee Brown Jr.";"ATL";23;10,8;1,4;5,6;0,3;5,2;0,3;0,7;0;0,313;0,333;0,833;97,52228;1,9558;"SF"
"Cheick Diallo";"DET";25;12,9;0;14,1;4,7;9,4;1,2;1,2;0;0,375;0;0,833;99,336648;2,032;"C"
"Chimezie Metu";"SAC";25;15;1,7;9,4;1;8,5;1,7;1,4;0,9;0,452;0,306;0,78;102,0582;2,0828;"C"
"Chris Boucher";"TOR";29;16,1;0,5;10,5;3,8;6,7;0,9;1;1,6;0,464;0,297;0,777;90,7184;2,032;"SF"
"Chris Chiozza";"GSW";26;6,5;6,3;3,5;0,9;2,6;3,1;1,3;0;0,296;0,321;0,667;79,3786;1,8034;"PG"
"Chris Duarte";"IND";25;16,8;2,7;5,3;1;4,3;2,1;1,3;0,2;0,432;0,369;0,804;86,18248;1,9558;"SG"
"Chris Paul";"PHX";37;16,1;11,8;4,8;0,4;4,4;2,6;2;0,3;0,493;0,317;0,837;79,3786;1,8288;"PG"
"Chris Silva";"MIA";25;10,3;2,8;14,2;5,1;9,1;3,2;0;0,4;0,533;0;0,833;106,140528;2,032;"PF"
"Christian Wood";"HOU";26;20,9;2,7;11,8;1,9;9,9;2,2;0,9;1,1;0,501;0,39;0,623;97,068688;2,032;"C"
"Chuma Okeke";"ORL";23;12,5;2,4;7,1;1;6,2;1,2;2;0,9;0,376;0,318;0,846;103,872568;2,0066;"PF"
"Clint Capela";"ATL";28;14,5;1,6;15,5;4,9;10,5;0,8;1;1,6;0,613;0;0,473;116,119552;2,0828;"C"
"Coby White";"CHI";22;16,6;3,8;3,9;0,4;3,5;1,5;0,6;0,2;0,433;0,385;0,857;95,25432;1,9304;"PG"
"Cody Martin";"CHA";26;10,5;3,5;5,5;1,6;3,9;1,2;1,7;0,6;0,482;0,384;0,701;92,98636;1,9812;"SF"
"Cody Zeller";"POR";29;14,2;2,2;12,7;5,1;7,6;1,9;0,8;0,6;0,567;0;0,776;108,86208;2,1082;"C"
"Cole Anthony";"ORL";22;18,6;6,5;6,1;0,6;5,5;3;0,8;0,3;0,391;0,338;0,854;83,91452;1,8796;"PG"
"Collin Sexton";"CLE";23;20;2,6;4,1;1,5;2,6;3,5;1,1;0;0,45;0,244;0,744;86,18248;1,905;"SG"
"Corey Kispert";"WAS";23;12,7;1,7;4,2;1,1;3,1;1;0,7;0,4;0,455;0,35;0,871;101,604608;1,9812;"SF"
"Cory Joseph";"DET";30;11,7;5,3;3,9;0,7;3,3;1,9;0,9;0,4;0,445;0,414;0,885;90,7184;1,8796;"PG"
"Craig Sword";"WAS";28;11,4;1,9;0;0;0;1,9;7,6;0;0,75;0;0;88,904032;1,905;"SG"
"D'Angelo Russell";"MIN";26;20,4;8;3,7;0,4;3,3;2,9;1,1;0,4;0,411;0,34;0,825;87,543256;1,905;"PG"
"D.J. Augustin";"LAL";34;12;4,4;2,8;0,4;2,3;2,3;0,7;0;0,423;0,415;0,884;83,007336;1,8034;"PG"
"D.J. Wilson";"TOR";26;20;3,3;10,7;0,7;10;1,3;3,3;0,7;0,733;0;0,8;104,779752;2,0828;"PF"
"DaQuan Jeffries";"MEM";24;8,2;4,1;8,2;0;8,2;0;0;0;0,5;0;0;100,697424;1,9558;"SG"
"Daishen Nix";"HOU";20;10,6;5,5;4,5;1;3,6;3,6;2,1;0;0,403;0,269;0,533;107,954896;1,9304;"SG"
"Dakota Mathias";"MEM";26;13,3;2,2;4,4;0;4,4;0;2,2;0;0,333;0,333;0;90,7184;1,9304;"SG"
"Dalano Banton";"TOR";22;10,6;5,1;6,4;2;4,5;2,7;1,4;0,5;0,411;0,255;0,591;92,079176;2,032;"PG"
"Damian Jones";"SAC";27;16,1;2,4;8,7;2,7;6,1;2,1;0,9;1,7;0,658;0,345;0,718;111,13004;2,0828;"C"
"Damian Lillard";"POR";31;23,7;7,2;4,1;0,4;3,6;2,8;0,6;0,4;0,402;0,324;0,878;90,7184;1,8796;"PG"
"Damion Lee";"GSW";29;13,4;1,8;5,8;0,8;5;1,1;1,1;0,2;0,441;0,337;0,88;95,25432;1,9812;"SG"
"Damyean Dotson";"NYK";28;7;1,8;3,5;0;3,5;0;0;0;0,5;0;0;95,25432;1,9558;"SG"
"Daniel Gafford";"WAS";23;16,9;1,7;10,1;3,9;6,3;1,6;0,7;2,5;0,693;0;0,699;120,20188;2,0828;"C"
"Daniel Oturu";"TOR";22;11,9;0;6,6;1,3;5,3;0;0;2,6;0,5;0;0,6;108,86208;2,032;"C"
"Daniel Theis";"BOS";30;14,1;1,5;8,4;2,2;6,2;1,7;0,7;1,1;0,519;0,308;0,681;111,13004;2,032;"C"
"Danilo Gallinari";"ATL";33;16,6;2,2;6,6;0,8;5,9;0,8;0,6;0,3;0,434;0,381;0,904;107,047712;2,0828;"PF"
"Danny Green";"PHI";35;9,7;1,7;4,2;0,9;3,3;1,2;1,6;1;0,394;0,38;0,786;97,52228;1,9812;"SF"
"Danuel House Jr.";"UTA";29;12,3;2,2;5,5;0,9;4,6;1,6;1;0,8;0,404;0,376;0,759;99,79024;1,9812;"SF"
"Darius Bazley";"OKC";22;13,9;1,8;8,2;1,3;6,8;1,7;1,1;1,3;0,422;0,297;0,688;97,975872;2,0574;"PF"
"Darius Garland";"CLE";22;21,8;8,6;3,3;0,6;2,7;3,7;1,3;0,1;0,462;0,383;0,892;87,089664;1,8542;"PG"
"Darren Collison";"LAL";34;3,9;1,9;3,9;0;3,9;1;1;0;0,286;0;0;72,57472;1,8288;"PG"
"David Duke Jr.";"BKN";22;11;1,8;7,1;3,2;3,9;0,9;1,5;0,7;0,361;0,243;0,81;92,532768;1,9304;"PG"
"David Johnson";"TOR";21;0;0;0;0;0;0;0;0;0;0;0;92,079176;1,9304;"SG"
"David Nwaba";"HOU";29;13,8;2,1;8,9;2,4;6,5;1,2;1,7;1,2;0,483;0,306;0,716;99,336648;1,9558;"SF"
"Davion Mitchell";"SAC";23;14,9;5,4;2,9;0,6;2,3;2;1;0,4;0,418;0,316;0,659;91,625584;1,8288;"PG"
"Davis Bertans";"DAL";29;13,9;1,4;5,2;0,5;4,7;0,8;0,8;0,5;0,36;0,335;0,9;102,0582;2,0828;"PF"
"Davon Reed";"DEN";27;11,3;2,9;5,8;0,8;5,1;0,9;1,3;0,5;0,503;0,43;0,667;93,439952;1,9558;"SG"
"Day'Ron Sharpe";"BKN";20;18,2;1,6;14,7;7,5;7,3;2,8;0,9;1,4;0,577;0,286;0,585;120,20188;2,0828;"PF"
"De'Aaron Fox";"SAC";24;23,6;5,7;4;0,4;3,6;2,9;1,2;0,4;0,473;0,297;0,75;83,91452;1,905;"PG"
"De'Andre Hunter";"ATL";24;16,2;1,6;4;0,6;3,4;1,6;0,8;0,5;0,442;0,379;0,765;100,243832;2,0066;"SF"
"De'Anthony Melton";"MEM";24;17,2;4,2;7,1;1,4;5,7;2,4;2,3;0,8;0,404;0,374;0,75;90,7184;1,8796;"SG"
"DeAndre Jordan";"PHI";33;11,9;1,2;15,3;4,8;10,5;2,1;0,7;2;0,643;0;0,55;120,20188;2,1082;"C"
"DeAndre' Bembry";"MIL";27;10;2,3;5,7;1,5;4,2;1,1;1,7;0,9;0,561;0,417;0,6;95,25432;1,9558;"SF"
"DeJon Jarreau";"IND";24;0;0;0;0;0;0;0;0;0;0;0;83,91452;1,9558;"SG"
"DeMar DeRozan";"CHI";32;27,8;4,9;5,1;0,7;4,4;2,4;0,9;0,3;0,504;0,352;0,877;99,79024;1,9812;"PF"
"DeMarcus Cousins";"DEN";31;21,6;3,6;13,6;3,7;9,8;4,3;1,8;1,1;0,46;0,303;0,76;122,46984;2,0828;"C"
"Dean Wade";"CLE";25;9,9;1,9;5,5;1,1;4,4;0,6;1,1;0,3;0,456;0,359;0,667;103,418976;2,0574;"PF"
"Deandre Ayton";"PHX";23;21;1,8;12,5;3,1;9,3;1,9;0,8;0,8;0,634;0,368;0,746;114,305184;2,1336;"C"
"Deividas Sirvydis";"DET";22;4,1;1,4;8,1;0;8,1;0;4,1;1,4;0,1;0,143;0;86,18248;2,032;"SG"
"Dejounte Murray";"SAS";25;21,9;9,5;8,6;1,2;7,3;2,7;2,1;0,3;0,462;0,327;0,794;81,64656;1,9304;"PG"
"Delon Wright";"ATL";30;8,5;4,7;5,5;1,2;4,2;1,1;2,3;0,5;0,454;0,379;0,857;83,91452;1,9558;"SG"
"Deni Avdija";"WAS";21;12,4;3;7,7;0,9;6,8;1,6;1,1;0,8;0,432;0,317;0,757;103,418976;2,032;"SF"
"Dennis Schröder";"HOU";28;17;5,8;4,2;0,7;3,5;2,8;1;0,2;0,431;0,344;0,853;79,3786;1,8542;"PG"
"Dennis Smith Jr.";"POR";24;11,6;7,4;5;1,1;3,8;2,9;2,5;0,7;0,418;0,222;0,656;92,98636;1,905;"PG"
"Denzel Valentine";"UTA";28;11,2;1,8;6,8;1,5;5,4;1,9;1,3;0;0,379;0,404;0;99,79024;1,9304;"SG"
"Derrick Favors";"OKC";30;11,4;1,4;10,2;3,2;7;0,5;0,9;0,7;0,516;0,125;0,64;120,20188;2,0574;"C"
"Derrick Jones Jr.";"CHI";25;11,4;1,2;6,8;2,4;4,4;1,2;1;1,3;0,538;0,328;0,8;95,25432;1,9812;"PF"
"Derrick Rose";"NYK";33;17,6;5,8;4,4;1,2;3,2;2,2;1,2;0,7;0,445;0,402;0,968;90,7184;1,905;"PG"
"Derrick Walton Jr.";"DET";27;6,3;7;3,3;0,7;2,7;3,7;2,3;1,3;0,231;0,231;1;83,91452;1,8288;"PG"
"Derrick White";"BOS";27;16,2;6;4,3;0,6;3,7;1,9;1;0,9;0,421;0,312;0,864;86,18248;1,9304;"SG"
"Desmond Bane";"MEM";24;22;3,3;5,3;0,7;4,6;1,8;1,5;0,5;0,461;0,436;0,903;97,52228;1,9812;"SG"
"Devin Booker";"PHX";25;28;5,1;5,3;0,7;4,6;2,5;1,2;0,4;0,466;0,383;0,868;93,439952;1,9558;"SG"
